human_gene,mouse_gene,TPM_human,TPM_mouse
FGG,Fgg,7258.9290610687,2798.655777798874
FGL1,Fgl1,1440.81366183206,927.736239427498
FGL2,Fgl2,3.45134353816794,2.0921374430490083
FKRP,Fkrp,4.85358396946565,11.932621483392548
FLT3LG,Flt3l,2.47971076335878,3.88617051908081
FMOD,Fmod,8.07185602671756,0.9010124861180184
FN1,Fn1,275.026880916031,350.48963779156884
FNDC1,Fndc1,0.333083278625954,0.13915307911063285
FNDC7,Fndc7,0.0181448778625954,0.0306288477813515
FOLR1,Folr1,0.0899727290076336,0.5847591524444781
FREM1,Frem1,0.277505038167939,0.0703500962324748
FREM3,Frem3,0.00321420610687023,0.01932901287251731
FRZB,Frzb,1.76347474045802,0.6758643101604543
FSHB,Fshb,0.0492026488549618,0
FST,Fst,38.1570072519084,2.0362176525746927
FSTL1,Fstl1,12.5554632824427,3.7492951227186166
FSTL3,Fstl3,14.7795348091603,0.12851737112132094
FSTL4,Fstl4,0.050220072519084,0.00499993415692726
FSTL5,Fstl5,0.0285328702290076,0
FUCA2,Fuca2,22.1645295801527,3.241229684033763
GAL,Gal,0.180850671755725,0.7059275195080562
GALP,Galp,0.247051461832061,0.01802876868182556
GAS6,Gas6,46.3644776335878,29.979166686835743
GASK1A,Gask1a,3.68714222900763,2.7180994185400533
GAST,Gast,0.0237112099236641,0.02444645914278883
GATD1,Gatd1,13.7190645801527,19.86447985911724
GC,Gc,1547.7428889313,6859.062638768328
GCG,Gcg,0.0572818129770992,0.2544881455834642
GDF10,Gdf10,0.108310076335878,2.7005147397965743
GDF11,Gdf11,0.82927843129771,0.1902488348840345
GDF15,Gdf15,38.4675972633588,7.726442036770504
GDF2,Gdf2,12.2177079465649,8.18220997238248
GDF3,Gdf3,0.0133768244274809,0.00337362087685782
GDF5,Gdf5,0.0134442671755725,0.2928320025468877
GDF6,Gdf6,0.280562519083969,0.17188380905811265
GDF7,Gdf7,3.98061288167939,0.01180550829731237
GDF9,Gdf9,0.343022961832061,0.1660801909917678
GDNF,Gdnf,0.317622465648855,0.00154370490580448
GFOD1,Gfod1,4.06382575572519,0.742994821268607
GFOD2,Gfod2,12.8937945419847,1.7481782249658695
GHR,Ghr,32.2389446946565,219.6136120556705
GHRH,Ghrh,0.0134596603053435,0.00149776030002095
GHRL,Ghrl,0.437555179389313,0.22460889167313067
GIP,Gip,0.00225791221374046,0.206201393322827
